Publication Type;Authors;Book Authors;Book Editors;Book Group Authors;Author Full Names;Book Author Full Names;Group Authors;Article Title;Source Title;Book Series Title;Book Series Subtitle;Language;Document Type;Conference Title;Conference Date;Conference Location;Conference Sponsor;Conference Host;Author Keywords;Keywords Plus;Abstract;Addresses;Reprint Addresses;Email Addresses;Researcher Ids;ORCIDs;Funding Orgs;Funding Text;Cited References;Cited Reference Count;Times Cited, WoS Core;Times Cited, All Databases;180 Day Usage Count;Since 2013 Usage Count;Publisher;Publisher City;Publisher Address;ISSN;eISSN;ISBN;Journal Abbreviation;Journal ISO Abbreviation;Publication Date;Publication Year;Volume;Issue;Part Number;Supplement;Special Issue;Meeting Abstract;Start Page;End Page;Article Number;DOI;Book DOI;Early Access Date;Number of Pages;WoS Categories;Research Areas;IDS Number;UT (Unique WOS ID);Pubmed Id;Open Access Designations;Highly Cited Status;Hot Paper Status;Date of Export;
J;"Chakraborty, S; Das, PP";;;;"Chakraborty, Shankar; Das, Partha Protim";;;FUZZY MODELING AND PARAMETRIC ANALYSIS OF NON-TRADITIONAL MACHINING PROCESSES;MANAGEMENT AND PRODUCTION ENGINEERING REVIEW;;;;;;;;;;;;The application of artificial intelligence (Al) in modeling of various machining processes has been the topic of immense interest among the researchers since several years. In this direction, the principle of fuzzy logic, a paradigm of AI technique, is effectively being utilized to predict various performance measures (responses) and control the parametric settings of those machining processes. This paper presents the application of fuzzy logic to model two non-traditional machining (NTM) processes, i.e. electrical discharge machining (EDM) and electrochemical machining (ECM) processes, while identifying the relationships present between the process parameters and the measured responses. Moreover, the interaction plots which are developed based on the past experimental observations depict the effects of changing values of different process parameters on the measured responses. The predicted response values derived from the developed models are observed to be in close agreement with those as investigated during the past experimental runs. The interaction plots also play significant roles in identifying the optimal parametric combinations so as to achieve the desired responses for the considered NTM processes.;;;;Das, Partha Protim/AAI-4761-2020;;;;;;;;;;;;;2080-8208;2082-1344;;;;SEP;2019;10;3;;;;;111;123;;10.24425/mper.2019.130504;;;;;;;WOS:000488074200011;;;;;;
J;"Lorencin, I; Andelic, N; Mrzljak, V; Car, Z";;;;"Lorencin, Ivan; Andelic, Nikola; Mrzljak, Vedran; Car, Zlatan";;;Marine Objects Recognition Using Convolutional Neural Networks;NASE MORE;;;;;;;;;;;;One of the challenges of maritime affairs is automatic object recognition from aerial imagery.This can be achieved by utilizing a Convolutional Neural Network (CNN) based algorithm. For purposes of these research a dataset of 5608 marine object images is collected by using Google satellite imagery and Google Image Search. The dataset is divided in two main classes (Vessels and Other objects) and each class is divided into four sub-classes (Vessels sub-classes are Cargo ships, Cruise ships, War ships and Boats, while Other objects sub-classes are Waves, Marine animals, Garbage patches and Oil spills). For recognition of marine objects, an algorithm constructed with three CNNs is proposed. The first CNN for classification on the main classes achieves accuracy of 92.37 %. The CNN used for vessels recognition achieves accuracies of 94.12 0 /0 for cargo ships recognition, 98.82 % for cruise ships recognition, 97.64 % for war ships recognition and 95.29 % for boats recognition. The CNN used for recognition of other objects achieves accuracies of 88.56 % for waves and marine animals recognition, 96.92 %for garbage patches recognition and 89.21 0 /0 for oil spills recognition.This research has shown that CNN is appropriate artificial intelligence (Al) method for marine object recognition from aerial imagery.;;;;"Mrzljak, Vedran/L-1153-2017; Lorencin, Ivan/S-7228-2018; Car, Zlatan/L-6484-2015";"Mrzljak, Vedran/0000-0003-0323-2600; Lorencin, Ivan/0000-0002-5964-245X; Car, Zlatan/0000-0003-2817-9252";;;;;;;;;;;;0469-6255;1848-6320;;;;SEP;2019;66;3;;;;;112;119;;10.17818/NM/2019/3.3;;;;;;;WOS:000488263600004;;;;;;
J;Jackson, BL;;;;Jackson, Barry L.;;;Future Shock Revisited;POSTMODERN OPENINGS;;;;;;;;;;;;In 1970, Alvin Toffler wrote his ground breaking and alarming book warning of the psychological shock people face as technologies were developing at a pace faster than ever before. He predicted the technical evolution would cause major disruption in society and values. It would force worker dislocation, generational conflicts and moral and ethical challenges. The time period of which Toffler wrote is now often referred to as the Third Industrial Revolution. Today we are witnessing vet another Industrial Revolution in the Western and Developed nations. Innovations in instant communications, quantum computing, nanotechnologies, bioengineering, three-dimensional printing, artificial intelligence, robotics, autonomous vehicles, etc. are already reshaping the world. These advances in science are redistributing resources and wealth, changing the methods of manufacturing of goods, altering the delivery systems of consumer and human services, and challenging the very notion of What or Who is alive as robots become more human-like, and displace millions of workers whose livelihood depends on jobs which will be lost to robots and three-dimensional printing. The social and psychological impacts of these exponentially increasing changes are Future Shock on a much larger scale perhaps than ever before experienced. Traditional ethics, morals, religions and social interactions, even politics and national boundaries are strained by mass migration as people seek safety and new economic opportunity in technologically advanced nations. Psychologists, counsellors, social workers, social engineers, philosophers and politicians need to act now as the future has already forced the presence's door open to this latest revolution.;;;;;;;;;;;;;;;;;2068-0236;2069-9387;;;;SEP;2019;10;3;;;;;102;116;;10.18662/po/84;;;;;;;WOS:000488263200006;;;;;;
J;Rotila, V;;;;Rotila, Viorel;;;The Future of Social Dialogue in the Age of Artificial Intelligence;POSTMODERN OPENINGS;;;;;;;;;;;;The survival of social dialogue depends on the extent of the social changes, being conditioned by the maintenance of the labour relations and by the models of representation of trade union type. Uncertainties regarding the future of work are automatically transformed into uncertainties regarding the future of trade unionism and social dialogue. Work is a type of social relationship that has significantly contributed to who we are. We can assume that as long as humanity lasts, work will exist (not necessarily with its present significance). We consider that the fate of social dialogue is linked to the future of trade unionism. Unions try to defend a model of balance needed within a specific type of social relations called labour relations. In order for the unions to have chances of survival (and, together with them, the social dialogue as well) these must embrace change, orientating it in the directions appropriate to their purpose. We use the phrase cyber-unionism because the main recommended way is the involvement of the unions in the use and development of Al, respectively of the new technologies and of the specific research. The overall solution: a reform of trade unionism based on a new ideology and the increase of power as a result of the use of new technologies. The scenarios proposed in this article go beyond an obvious limit: they explore the possibilities of evolution of the society using possible solutions in order to meet our current goals. The solutions discussed do not take into account the change of the wishes of the people in time, being impossible to anticipate the directions of evolution of the objectives of humanity. Our approach is between what we think it will be and what we think it should be.;;;;;;;;;;;;;;;;;2068-0236;2069-9387;;;;SEP;2019;10;3;;;;;151;189;;10.18662/po/87;;;;;;;WOS:000488263200009;;;;;;
J;"Ilter, D; Kocadagli, O";;;;"Ilter, Damla; Kocadagli, Ozan";;;CREDIT SCORING BY ARTIFICIAL NEURAL NETWORKS BASED CROSS-ENTROPY AND FUZZY RELATIONS;SIGMA JOURNAL OF ENGINEERING AND NATURAL SCIENCES-SIGMA MUHENDISLIK VE FEN BILIMLERI DERGISI;;;;;;;;;;;;The credit scoring is one of the major activities in the banking sector. Because of growing market and increasing the loan applications, this field still continues its concern in terms of rating the applicants and assessing the credit amounts. To reduce the number of wrong decisions in the credit evaluation process, the decision makers focus on estimating more robust models. However, the traditional methods are criticized due to various pre-requisites and linear approximations in the high dimensional and excessive nonlinear cases. For this reason, artificial intelligence techniques are mostly preferred to handle the credit scoring problems accurately. This study presents an efficient procedure that is based on ANNs with cross-entropy and fuzzy relations in the context of the credit scoring. In the implementations, the proposed procedure is applied to a couple of benchmark credit scoring data sets and its performance is compared with traditional approaches.;;;;"Kocadagli, Ozan/AAW-4669-2020; Ilter, Damla/AAN-8883-2020";Ilter, Damla/0000-0002-9844-4616;;;;;;;;;;;;1304-7205;1304-7191;;;;SEP;2019;37;3;;;;;855;870;;;;;;;;;WOS:000488302000013;;;;;;
J;Edsall, DG;;;;Edsall, Dominic G.;;;As If... A Game Theory Perspective on Self-Access Learning;STUDIES IN SELF-ACCESS LEARNING JOURNAL;;;;;;;;;;;;The applicability of game theory (Osborne, 2004) to the design and management of learning activities within a self-access learning center is discussed in relation to encouraging unmotivated students to engage more with autonomous study. Through discussion of some basic principles of game theory and how they might apply to self-access learning, a theoretical example is used to demonstrate how the costs and rewards of activities can be balanced using game theory in such a way as to encourage students to complete activities in order to foster autonomy and motivation. Further examples from game theory are provided to show how it can explain some of the counterintuitive results often seen in self-access learning at Japanese universities. Possible future quantification metrics are briefly discussed in relation to the human-capital and social-capital costs and payoffs involved in student use of self-access learning centers. A game theory perspective on self-access learning may offer the potential benefit of providing a quantitative model that might allow the application of artificial intelligence and a complex dynamic systems approach to student usage data.;;;;;;;;;;;;;;;;;2185-3762;;;;;SEP;2019;10;3;;;;;223;238;;10.37237/100302;;;;;;;WOS:000488631100002;;;;;;
J;"Ruohomaa, H; Salminen, V; Kunttu, I";;;;"Ruohomaa, Heikki; Salminen, Vesa; Kunttu, Iivari";;;Towards Smart City Concept in Small Cities;TECHNOLOGY INNOVATION MANAGEMENT REVIEW;;;;;;;;;;;;The smart city concept brings together technology, government and different layers of society, utilizing technological enablers, such as the internet of things (IoT) and artificial intelligence (AI). These enablers, in turn, facilitate development of various aspects of the smart city including, e.g., transportation, governance, education, safety and communications. However, the transition towards smarter cities involves not only technological development but also the changing and evolving roles of citizens, service providers and city authorities. In this transition, the key issue is creating and growing roles of collaboration, participation and coordination. Whereas mainstream research focuses on smart city transformation in big cities, aspects of this transformation in the context of small cities has been a widely neglected topic. This paper presents three cases of smart city development in small cities in Finland, each concentrating on a different aspect of smart city development. The cases reveal how a relatively small-sized city may take remarkable steps in smart city development by selecting a specific theme on which to build smart city activities. These examples also emphasize the critical role of public sector actors, showing that the public sector has a key role in creating the foundations for fruitful ecosystem-based development work.;;;;;;;;;;;;;;;;;1927-0321;;;;;SEP;2019;9;9;;;;;5;14;;10.22215/timreview/1264;;;;;;;WOS:000488302700002;;;;;;
J;Madsen, DO;;;;Madsen, Dag Oivind;;;The Emergence and Rise of Industry 4.0 Viewed through the Lens of Management Fashion Theory;ADMINISTRATIVE SCIENCES;;;;;;;;;;;;The Industry 4.0 (I4.0) concept is concerned with the fourth industrial revolution in manufacturing, in which technological trends such as digitalization, automation and artificial intelligence are transforming production processes. Since the concept's introduction at the Hannover Fair in Germany in 2011, I4.0 has enjoyed a meteoric rise in popularity and is currently high on the agenda of governments, politicians and business elites. In light of these observations, some commentators have asked the question of whether I4.0 is a concept that is hyped up and possibly just the latest in a long line of fashionable management concepts introduced over the course of the last few decades. Therefore, the aim of this paper is to provide a critical outside-in look at the emergence and rise of I4.0. Theoretically, these processes are viewed through the lens of management fashion, a theoretical perspective well suited to examinations of evolutionary trajectories of management concepts and ideas. The findings indicate that the I4.0 concept has quickly become highly popular and is dominating much of the popular management discourse. The concept has migrated out of the specialized manufacturing discourse to become a more general concept with mainstream appeal and applicability, evidenced by a multitude of neologisms such as Work 4.0 and Innovation 4.0. The numbers 4.0 have spread in a meme-like fashion, evidenced by the fact that the combination of a noun and the numbers 4.0 are used to signal and usher in discussions about the future of business and society. While there is much evidence that clearly shows that the concept has had a wide-ranging impact at the discursive level, the currently available research is less clear about what impact the concept has had so far on industries and organizations worldwide.;;;;Madsen, Dag Oivind/I-1587-2016;Madsen, Dag Oivind/0000-0001-8735-3332;;;;;;;;;;;;;2076-3387;;;;SEP;2019;9;3;;;;;;;71;10.3390/admsci9030071;;;;;;;WOS:000487987200024;;;;;;
J;"Okewu, E; Misra, S; Okewu, J; Damasevicius, R; Maskeliunas, R";;;;"Okewu, Emmanuel; Misra, Sanjay; Okewu, Jonathan; Damasevicius, Robertas; Maskeliunas, Rytis";;;An Intelligent Advisory System to Support Managerial Decisions for A Social Safety Net;ADMINISTRATIVE SCIENCES;;;;;;;;;;;;Social investment programs are designed to provide opportunities to the less privileged so that they can contribute to the socioeconomic development of society. Stakeholders in social safety net programs (SSNPs) target vulnerable groups, such as the urban poor, women, the unemployed, and the elderly, with initiatives that have a transformative impact. Inadequate policy awareness remains a challenge, resulting in low participation rates in SSNPs. To achieve all-inclusive development, deliberate policies and programs that target this population have to be initiated by government, corporate bodies, and public-minded individuals. Artificial intelligence (AI) techniques could play an important role in improving the managerial decision support and policy-making process of SSNPs and increasing the social resilience of urban populations. To enhance managerial decision-making in social investment programs, we used a Bayesian network to develop an intelligent decision support system called the Social Safety Net Expert System (SSNES). Using the SSNES, we provide an advisory system to stakeholders who make management decisions, which clearly demonstrates the efficacy of SSNPs and inclusive development.;;;;"Damasevicius, Robertas/E-1387-2017; Maskeliunas, Rytis/J-7173-2017; Misra, Sanjay/K-2203-2014";"Damasevicius, Robertas/0000-0001-9990-1084; Maskeliunas, Rytis/0000-0002-2809-2213; Misra, Sanjay/0000-0002-3556-9331";;;;;;;;;;;;;2076-3387;;;;SEP;2019;9;3;;;;;;;55;10.3390/admsci9030055;;;;;;;WOS:000487987200017;;;;;;
J;"Wingfield, L; Ceresa, C; Fleuriot, J; Knight, S";;;;"Wingfield, L.; Ceresa, C.; Fleuriot, J.; Knight, S.";;;Artificial Intelligence for Liver Transplant (AI4T): Predicting Graft Survival;BRITISH JOURNAL OF SURGERY;;;;;International Surgical Conference of the Association-of-Surgeons-in-Training (ASIT);MAR 22-24, 2019;Belfast, NORTH IRELAND;Assoc Surg Training;;;;;;;;;;;;;;;;;;;;;0007-1323;1365-2168;;;;SEP;2019;106;;;6;SI;462;14;14;;;;;;;;;WOS:000488128100038;;;;;;
